Aircraft,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,Route,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id
A321,Wizz Air,Economy Class,February 2023,11th February 2023,0,2,4,UnitedKingdom,8.0,yes,"My first time flying with Wizz and I didn’t expect much given the poor reviews, however I was very pleasantly surprised by my experience. My companion and I had been allocated sears apart which whilst a nuisance was no big issue. However, on boarding we got chatting to a wonderful member of cabin crew who was able to move us into seats together in an emergency exit row. Throughout the flight he, and the rest of the crew were excellent and undertook their job with smile and humour. Our return flight 2 days later, was also excellent. We were delighted to see that the same crew member was once again onboard and he immediately recognised us. He went above and beyond to make our flight comfortable and again move us to seats together. Throughout the flight we were well looked after by all the crew who once again were so friendly, making time to chat with us between duties. The flight deck crew did an excellent job as well keeping us informed of turbulence (we had some nasty turbulence on the way out) and ensuring we were well briefed on the route. Maybe we were lucky but our experiences have been the total opposite of many on here and based on these experiences I wouldn’t hesitate to fly Wizz again.",London Gatwick to Faro,3,5,wizz-air,I was very pleasantly surprised,Family Leisure,Trip Verified,4,0,c63d7610-d313-4fe2-8dbf-1955f76152ca
A321N,Wizz Air,Economy Class,February 2023,3rd February 2023,0,1,1,UnitedKingdom,1.0,no,Worst of the worst airline. Firstly we was delayed by several hours no info from airline or anything. When we got onboard we was greeted by unprofessional and rude staff members who clearly hated their job. We was sat in emergency exit rows. We got no briefing on how to use the doors like I have from other airlines. Staff members constantly talking to us with attitude and talking down to all passengers,Prague to Luton,1,1,wizz-air,unprofessional and rude staff,Couple Leisure,Not Verified,1,0,12f60b9d-87aa-45cb-b79e-e24348ae8ff3
A321,Wizz Air,Economy Class,September 2022,7th January 2023,0,0,0,UnitedKingdom,1.0,no,"Me and my wife were looking forward to flying with Wizz, with the new aircraft they where using. That's where everything changed. On the day of our flight we got a text at 09:32 to say we are sorry to inform you W9 5721 LGW-PMI flight is cancelled. To re-book or refund please visit wizzair.com. Your rights were emailed to you. Great we had about 2hours to sort this either rescheduling or finding another flight as our airport is about 2hours away. We ended up using Ryanair from Stansted which is 2 1/2 hours away. They got us there almost on time, on way home we were delayed over 4 hrs but Ryanair gave us compensation and it was handled very quickly can't complain so for that thanks Ryanair will use you again in the future. So we submitted our claim with Wizz on the 4-10-2022 we got a response on the 29-10-2022 to say they are looking into the claim. On the 29-11 they said that our claim has gone through and we will receive our monies 14 - 20 work days as we opted to have the money instead of the Wizz credits. We still have not received our refund well over the 20 workdays have emailed them still waiting to here back 8 days have passed. Avoid using Wizz as they seem to struggle to offer just a simple flight and you can't seem to get anywhere if there is a problem like a simple claim to give your money back. Never will I ever consider using Wizz again!",Gatwick to Palma de Mallorca,0,0,wizz-air,still have not received our refund,Couple Leisure,Trip Verified,1,0,429992b9-b565-49ad-8815-6a3cf6d98738
A321,Wizz Air,Economy Class,December 2022,15th December 2022,0,1,1,Germany,1.0,no,"Worst airline ever! This is the only airline I have encountered that is actively trying to bring discomfort to its passengers. Not even Ryanair is so greedy that they not only on purpose don't put companions next to each other with ""random"" seat assignment but it is so not random that they block the seats around you (even though they are free) so that you can only sit next to each other if you buy seats for both (changing one is never enough). In addition, they are actively searching for people who's bag might be slightly to large and force them to by ""priority luggage"" on the spot. Be aware that this airline does not just strictly follow its own rules but actively tries to bring you discomfort in the hope they can squeeze you for some more money",Budapest to Berlin,1,1,wizz-air,Worst airline ever,Couple Leisure,Trip Verified,1,0,25774431-9665-4de4-9641-8279328c3518
A320,Wizz Air,Economy Class,December 2022,12th December 2022,0,0,5,Romania,10.0,yes,"Excellent service. Smooth check-in, no line, fast track at the airport for an extra 5 euro. Flight on time. Friendly staff, paid on-board catering. Overall a pleasant experience with this airline.",Budapest to Târgu Mureș,3,5,wizz-air,a pleasant experience,Solo Leisure,Trip Verified,5,0,c714c8db-f4a1-4e4f-9687-09de9c170bd7
A320-200,Wizz Air,Economy Class,November 2022,9th November 2022,0,0,2,UnitedKingdom,7.0,yes,"I flew from Luton to Sarajevo on 29th October. The check-in process was quite efficient, The boarding process not so much. I don't know if this is a Luton management or Wizz Air management issue. However, cramming 200 passengers before the aircraft has even arrived in a small room with no ventilation was neither healthy nor with small children, significantly difficult. Flight took off on time. The seats were quite comfortable, and we landed in Sarajevo on time. On the return flight on 4th November, the service was quite better. A newer NEO aircraft, Smoother boarding process and a smooth flight - I'd advise that Wizz Air expands to other UK destinations like Bristol Airport to make it easier for South West & South Wales pax to connect with EU destinations without the extra journey.",London Luton to Sarajevo Int'l,4,4,wizz-air,seats were quite comfortable,Family Leisure,Trip Verified,4,0,1ecec78b-8238-4355-99ef-3c18ae9eae28
A320-200,Wizz Air,Economy Class,November 2022,8th November 2022,1,1,2,Germany,1.0,no,Awful experience. I do not recommend it. Wizz Priority costs more but it is just a scam. Our original flight was changed afterwards so we lost nearly 2 Days. Our Original Seats (we paid extra) were also changed. Worst Company ever. We will never fly again with them.,Nürnberg to Skopje,1,1,wizz-air,Awful experience,Couple Leisure,Trip Verified,1,1,87c4ffc4-0230-40f4-8c64-477c15b93629
A320,Wizz Air,Economy Class,September 2022,14th October 2022,1,0,1,UnitedKingdom,1.0,no,"Booking was fairly easy and seemed a reasonable price. We only took hand luggage which worked well. Outbound flight to Podgorica went ok with a small delay and staff seemed fairly friendly. However, on our return flight we got delayed 5 times at the airport before being completely cancelled with no reason given. I had no mobile service and the airport had no wifi available for public use. I therefore asked airport staff for help who said they were unable to help and to contact Wizz directly. I eventually managed to get Wizz on the phone who offered me a refund for my cancelled flight but no further assistance. I therefore had to go around asking people to hotspot their mobile data so I could organise alternate flights, hotels etc. Because Podgorica is a small airport we had to travel to Dubrovnik, Croatia to get home. I have since sent a claim to Wizz, the claim was sent over 30 days ago and their website clearly states ""normally dealt within 7 days, certainly within 30 days"" - well that obviously is not true. I have tried contacting Wizz in other ways but they literally make it impossible with every member of staff saying they are unable to assist and unsure what to do. Overall Wizz has been an awful experience and for the sake of saving £50 each on air fares we're currently over £1000 worse off due to rebooking flights, accommodation, taxis etc. I really would recommend choosing a more reputable airline that at least helps out when flights inevitably get cancelled.",London Gatwick to Podgorica,3,3,wizz-air,Wizz has been an awful experience,Couple Leisure,Trip Verified,1,0,2fcbda83-9c62-4a9f-aff8-76855d05058c
A320,Wizz Air,Economy Class,September 2022,19th September 2022,0,0,1,UnitedArabEmirates,1.0,no,"Try to avoid this airline at all costs. They will delay or cancel your flight with a 99% probability. On top of that, you can not communicate with them. They provide a chat bot that has zero answers, and when you ask for a human agent, there is nobody available ever. (I waited two times, the first for 4hours and the second for 5 hours, and still no human agent was available). Your other option is premium Tel number at 1 point something euro per minute!!! These people are trying to overcharge you with premium chat line charges EVEN FOR THEIR DELAYS. My flight was delayed by 24 hours, then by an additional 4, with zero support. Ground stuff are rude and insulting. Yes, the tickets are cheap. But you will end up paying for hotel stays, meals etc, as well as missing out on your holidays. So overall value for money is truly bad. Seats are good as the plane is new. Staff on the plane are tired and inattentive. Overall experience is horrible",Athens to Abu Dhabi,3,1,wizz-air,experience is horrible,Solo Leisure,Trip Verified,1,0,1f25c491-892b-4d29-a1b2-bc37e75bcf53
A320,Wizz Air,Economy Class,September 2022,18th September 2022,0,0,0,Sweden,1.0,no,"My flight was cancelled by the carrier. I tried to get money back, but none of the links on their website function. They simply made another reservation for the same flight, a bit cheaper and reimbursed me for the difference (10% of the original price), and closed the case?? There is no way to contact them, and they even charge you for calling their customer service and outrageously high rate (and let you wait until giving up). From where I'm sitting this is nothing but an organized crime covered by terrible service. No authority seems to care enough to check this company but I wholeheartedly hope they are at least safe to fly with and not as nearly as bad as with serving customers. By the way, one star is minimum, but I'd rather opt for - (minus) 10",Copenhagen to Sarajevo,0,0,wizz-air,I tried to get money back,Couple Leisure,Not Verified,1,0,44d82e90-45be-4611-92d1-06152a1803ff
A321-231,Wizz Air,Economy Class,September 2022,18th September 2022,1,2,1,Sweden,1.0,no,"Let myself be tricked into flying Wizz due to their attractive prices (at first glance) and limited air traffic options between Stockholm and Budapest. What a mistake… Terrible from start to finish. A flight that was supposed to leave BUD at 7:00 was delayed to 8, then to 9. Information provided was minimal and conflicting with the text messages we received. The plane that ended up taking us to Stockholm had been standing on the ground in BUD since 1am that night, so why we were delayed in the first place remains a mystery. Beyond the delay, another reason for me never to use Wizz again is their appalling additional charges. If you think Ryanair and EasyJet are bad, just consider the fact that Wizz makes you pay for sitting together with your travel companions on the same booking. A romantic trip for two? Don’t take Wizz, because you’ll end up spending your flight time on opposite ends of the plane unless you pay. Absolutely disgusting, never flying this horrid airline again. They seem to maximise their delays to the limits of when compensation is due and do everything in their power to squeeze money out of their customers whilst providing the lowest levels of service possible. Please avoid if you can, they don’t deserve your money.",Budapest to Stockholm Skavsta,1,1,wizz-air,never flying this horrid airline again,Couple Leisure,Trip Verified,2,1,91f4e301-627e-48fe-b2a8-c622f12e14b1
A321,Wizz Air,Economy Class,August 2022,24th August 2022,0,0,0,UnitedArabEmirates,1.0,no,One has never trusted these low cost carriers and now I know why. Flights - hotels - transfers all booked months in advance. 12 hours prior to departure an email saying flight cancelled - no reason - advised of their wonderful options of 20 % extra bonus to cancel and refly with them or a never ending refund. Attempted their call centre to wait on hold for 35 minutes to get an answer of “ye” .. calmly opened open the conversation with “our flight was cancelled“ to a reply of “oh well call other number” and hung up. You’ve successfully ruined a trip - cost us hotels - non refundable and hours of chasing for options which would result in 1000 euro plus in costs - which at last minute prices are not worth it Is it worth the stress and upset to chase and get a reply of decency? Not a hope - you are the ones who have been treated like rubbish and they know i . Stay clear - a filthy operating airline and to be avoided.,Abu Dhabi to Baku,0,0,wizz-air,a filthy operating airline,Couple Leisure,Not Verified,1,0,5610abc3-b51d-4613-85ab-02dbb0b8dc71
A321,Wizz Air,Economy Class,August 2022,18th August 2022,0,0,5,Slovakia,9.0,yes,"We boarded on time, the service was good, it has no competition in terms of value, I recommend it.",Budapest to Bari,5,5,wizz-air,the service was good,Couple Leisure,Trip Verified,5,0,413ef4ef-77b0-467c-b5f8-58ffbeb92c0d
A320,Wizz Air,Economy Class,July 2022,3rd August 2022,0,0,1,UnitedKingdom,1.0,no,"We never actually flew because Wizz Air cancelled our flight a couple of hours before. This route had been cancelled around 30% of the time and rest landed late. Trying to rebook or get a refund online is impossible and doesn't work despite them keeping on directing you to do that. Contacting Wizz Air is also impossible and made extremely difficult, they encourage you to call their premium rate number but don't make clear you can call their ""special assistance"" number for free when delays or cancellation are involved. You then have to wait hours to finally speak to someone. They offered us a flight a week later which would have meant missing most of our holiday - we stupidly accepted as we were put on the spot. We tried calling back to get a refund when we realised our mistake but they wouldn't allow us to get a refund. We are due compensation under EU law regardless for the delay, but they don't care about the law and get away with it because civil aviation authorities don't do anything despite them breaching the law all the time. They also refused to tell us the reason for the delay. You think you will save money but you will ultimately be out of pocket with this airline, not to mention the stress and destruction of your holiday. One of the worst airlines in Europe that treat customers with absolute contempt - avoid.",Gatwick to Palermo,0,0,wizz-air,cancelled our flight a couple of hours before,Couple Leisure,Trip Verified,1,0,2b78b1ee-260d-48dd-b40e-f84cafd49483
A321,Wizz Air,Economy Class,August 2022,2nd August 2022,0,5,5,Bulgaria,10.0,yes,"Sofia to Larnaca. I am surprised by the barrage of negative reviews. My flight today was virtually flawless, from check-in all the way through arrival. Departure was more or less on time. The announcements were helpful and cheerful. The crew were tall strong males (surely a bonus in an emergency), bilingual, calm and polite. The snacks I bought onboard tasted great. We landed on time and my luggage came out within minutes. Well done Wizz Air I won't hesitate to fly with you again in the near future.",Sofia to Larnaca,4,5,wizz-air,flight today was virtually flawless,Solo Leisure,Trip Verified,4,0,e78bc3b4-9b86-48cd-9b2a-beffbc983461
wizz air,Wizz Air,Economy Class,July 2022,26th July 2022,0,0,1,UnitedStates,1.0,no,"After being checked and going trough the passport control we were told that our flight was canceled. We ended up rebooking the new flight by paying additional $200 to be able to have five days that we planned. On our way back waited 5 hrs because of the delay, and rest of the experience I would never wished anyone to go through. This was my first and my last touch with this airline.",Tuzla to Basel ,1,1,wizz-air,my last touch with this airline,Family Leisure,Not Verified,1,0,31f9d3f4-439c-4786-87de-99a4b377de64
A321,Wizz Air,Economy Class,July 2022,23rd July 2022,0,0,1,Portugal,1.0,no,"Flight W65520, scheduled for July 17 at 10:30 pm, was consecutively postponed, until at 3 am on July 18 it was canceled and rescheduled to 3 pm on that day. There was no support from the airline with hotels, transfers and food. I had a connecting flight on the 18th at 6:40 am to Brindisi, which I missed and Wizz Air did not take any responsibility. How is it possible for such a company to fly within the EU? I will never waste my money on this airline again. They lost a customer forever.",Porto to Milan,1,1,wizz-air,never waste my money on this airline again,Solo Leisure,Trip Verified,1,0,76de0d35-03e6-472a-a034-dcc4e6e05717
A320,Wizz Air,Economy Class,July 2022,16th July 2022,0,0,1,UnitedKingdom,1.0,no,"The flight was due to take off at 16:20, everything was loaded and ready to go before a security team had to come on board to remove a rowdy customer which delayed the departure till 16:50. We were in Dubrovnik airspace when the captain informed us that the weather conditions were bad and we circled the airport for 45 minutes before being diverted to Zagreb. We were informed by the captain that there would be a coach to take us to Dubrovnik airport which is a 600km drive (between 6-9hours!) Once we finally disembarked at Dubrovnik at around 10:30pm we were met by nobody, there wasn’t a representative from Wizz Air or anyone else, we were left for 75 minutes not knowing where to go or what to do. At 11:45pm a bunch of coaches arrived at which point mayhem ensued! People scrabbling it get on, and we could only hope that it was for Dubrovnik as the driver spoke no English. We arrived in Dubrovnik at 10:15am, over 14 hours later than it was due to arrive. What should have been a 2:45 minute flight turned into a nearly 18 hours of hell. 10th July 2022 flight number W95174. We were informed in good time that our outbound flight from the original departure time of 20:50 to 21:50. But it was then delayed further to 22:34 and again to 23:29 and yet again to 00:39! And then after an hour of waiting we were informed that the flight had been cancelled and to come forward for 4 euro voucher. Yes 4 euros for waiting 4 hours, one euro per hour! Sometime later we told there would be a coach to take us to a hotel. The message from Wizz Air was to rebook or get a refund as the next flight out wasn’t till Wednesday the 13th of July. I ended up having to book a ticket to Amsterdam and then on to Gatwick and finally a train back to Luton Airport. Which added 13 hours to the trip. I’m utterly shocked by the way myself and fellow passengers were treated, it’s an utter disgrace, and I will personally never fly with Wizz Air again.",Luton to Dubrovnik,3,2,wizz-air,I’m utterly shocked,Solo Leisure,Trip Verified,1,0,d9a8b481-14f9-42f4-8d75-6ed2d14df99b
A321,Wizz Air,Economy Class,July 2022,10th July 2022,1,1,1,Israel,2.0,no,"Its amazing to find out on the local news that your plane was struck by lightning, but not from the company itself that chose the most perverted way to notify of a last minute canceled flight via e-mail.  No customer service. To speak with a human representative you will have to pay 1+ euro per minute call and wait at least 40 minutes on the line, just to hear that you can submit a complaint via website only, and the website itself is a pure work of art. They made refund and compensation process as difficult as possible + they added very nice tech feature -> automatic page refresh in the middle of submitting the form because you're probably writing too much! 4 phone calls and each employee says something different, team synchronization is not their forte with absolutely no effort to do their minimum work responsibilities.",Gatwick to Tel Aviv,1,1,wizz-air,No customer service,Couple Leisure,Trip Verified,1,1,40b9fffb-992f-481f-80e9-59c62124a224
A321neo,Wizz Air,Economy Class,June 2022,14th June 2022,0,0,5,UnitedKingdom,10.0,yes,"I found Wizz Air to be an excellent airline. From booking on the website to check in and service. I flew with my mother who needed assistance and she was looked after at London Gatwick and in Athens. The website is easy to navigate and I found the prices to be reasonable. I would not hesitate to fly Wizz Air again. The check in crew and the cabin crew were fantastic and I did witness how the check in crew in Athens were insulted and sworn at when all they were doing was their job. I also witnessed how some people blatantly lied to try and get what they wanted, such as the woman who had 3 cases but only paid for one and then refused to pay for the other 2 and blamed the very patient and polite man at the check in desk. Its amazing how people want to pay less but expect and demand more and then blame the staff for their incompetence. I fully understand how frustrating things can be when flying and especially when things go wrong, but in this instance Wizz Air excelled and in my opinion was a million times better than British Airways or Aegean. Leg room was adequate for me and I am 6.5"" (1.98m).",London Gatwick to Athens ,4,5,wizz-air,I would not hesitate to fly Wizz Air again,Family Leisure,Trip Verified,5,0,244bb42b-30b9-43ea-9602-3f8edf8a44d4
A320,Wizz Air,Economy Class,June 2022,12th June 2022,1,1,1,Austria,1.0,no,I was trying Wizz air first time and last time. The flight from Memmingen to Podgorica was over 1 hour delay with no excuse or explanation. The flight attendent are rude and having problems to show passenger the safety briefings in the cabin before takeoff. They have canceled my return flight 3 hours before scheduled return flight without any explanation or having a alternative flight back to Memmingen. The ground staff in Podgorica speaks no English and you have to be really lucky to find the Wizz air counter on that airport. The worst airline I have ever seen.,Memmingen to Podgorica,2,1,wizz-air,worst airline I have ever seen,Business,Not Verified,2,1,296e2833-d620-4485-afde-1685d641bb60
A321,Wizz Air,Economy Class,June 2022,11th June 2022,0,5,5,UnitedArabEmirates,9.0,yes,"Perfect trip for what I pay 120€. Aircraft clean and cabin crew was nice. I will travel with them again. No delay from Abu Dhabi to Santorini, delay for 1 hour on the return.",Abu Dhabi to Santorini,4,5,wizz-air,I will travel with them again,Solo Leisure,Trip Verified,5,0,74d4e495-db20-4563-9db5-3ad686bdacc4
A320-200,Wizz Air,Economy Class,May 2022,23rd May 2022,1,1,1,Greece,1.0,no,"What a scam airline. Whilst the airline being aware of the delay at least 10h before (delay due to crew fatigue-totally preventable and foreseen), informed us just 2 hours before departure. Also there was absolutely nobody at the airport to help us or inform us what to do. ‘Got away’ with a measly 4€ coupon, me having lost my connection and offered no alternatives had to pay 105€ to get home with a 20hour delay. Nobody answered the call center. 1/10 never gonna fly again, that was totally intentional. Do not try to save money with this airline.",Larnaca to Athens,1,1,wizz-air,Do not try to save money with this airline,Business,Trip Verified,1,1,15b6e657-e3d1-4c87-91ef-8631fcb46f90
A320,Wizz Air,Economy Class,May 2022,11th May 2022,0,3,3,UnitedArabEmirates,7.0,yes,"All started pretty well: check in was fast and efficient although confusing for those who had booked priority, but then boarding was already chaotic because entry to the plane was made possible through front and rear entrance without advising pax which option to use - resulting in some clever people to get in at the back and then pushing themselves to the front, literally sitting in the 4th row! Then the fun started: we pushed away from the finger only to return after a long wait, getting told that due to a technical glitch some formalities had to be redone. After a lengthy conversation, we were asked if one of was willing to move to a seat on the other side of the plane to get the balance right, otherwise we won't be able to take off - one passenger makes a difference, really? Anyway, flight was uneventful only the fact that you can't move the seat back at all made it a bit uncomfortable, cabin crew was friendly and helpful and we arrived safely with two hours delay in Athens.",Abu Dhabi to Athens,3,4,wizz-air,cabin crew was friendly and helpful,Couple Leisure,Not Verified,5,0,43dcc7df-c958-4d74-bedc-5ffabad60239
A320,Wizz Air,Economy Class,April 2022,21st April 2022,0,0,1,UnitedStates,1.0,no,"They delayed the outgoing flight by one day - and the return flight by 3 days. This is obviously useless so I had to buy an Austrian Airlines ticket as well for some 550 euros. The website is useless, they do not answer the phone, so this is a lesson not to use cheap useless airlines.",Vienna to Amman ,1,1,wizz-air,this is a lesson not to use cheap useless airlines,Solo Leisure,Trip Verified,3,0,c196b028-4c46-4aa9-9bff-763214f0dba7
A320-232,Wizz Air,Economy Class,October 2021,14th April 2022,0,4,5,Hungary,10.0,yes,"The flight was good. In all together the cabin crew was very nice, we arrived early and there was no delay in our trip. I found the seats a little bit uncomfortable, but thats acceptable for a low cost airline. The foods and drinks were a little too expensive.",Budapest to Athens,4,5,wizz-air,The flight was good,Couple Leisure,Trip Verified,5,0,f7b56727-f1e7-418b-a491-01f089214347
A320,Wizz Air,Economy Class,April 2022,2nd April 2022,0,3,2,UnitedKingdom,8.0,yes,"Brilliant service for a low cost carrier. Clean and modern aircraft, good seating, the friendliest and most efficient crew I’ve experienced both from and to Gatwick. Bag drop off at Gatwick on the way out was slow but good on the way back from Funchal. Would definitely chose Wizz again.",Funchal to London Gatwick,4,5,wizz-air,Brilliant service for a low cost carrier,Couple Leisure,Trip Verified,5,0,42a80fa0-866e-4860-9927-65029094a792
A321,Wizz Air,Economy Class,March 2022,10th March 2022,0,0,1,UnitedKingdom,1.0,no,"Believe the bad reviews. Boarding for the flight took place in a small room. Despite being in the middle of a global pandemic, few passengers and none of the gate staff wore masks. Passengers were advised they would have to put on masks on the plane. Then, at the point at which we should have boarded, the gate agent came back into the room and informed passengers (maskless of course and expelling aerosols over everyone) that the ground crew would not be able to load the plane and that any passengers with checked bags would not get them in Milan. These passengers could decide not to travel or follow up the missing bags later. We then boarded to be held on the ground for 2 hours while they attempted to resolve what transpired to me a wildcat strike by ground staff. The announcements from the cockpit were few and far between and refused to take any responsibility for the situation or suggest any attempts to mitigate it. The cabin crew did not nothing to police mask wearing among the passengers, with people sneezing and coughing all over the cabin while not wearing masks. Indeed, the crew were rather casual in mask wearing themselves, with the purser frequently pulling hers down. We eventually left and arrived two hours late. Upon arrival into Milan, we were all piled into a crowded bus, again with no checking of mask wearing. Admittedly, the crew did offer free water and a small snack to apologize for the delay. But the whole situation was handled really badly. Given the clear lack of respect for our safety I will definitely avoid this airline in future.",London to Milan,1,1,wizz-air,The cabin crew did not nothing to police mask wearing,Business,Not Verified,1,0,30587655-c477-4f1a-bcc7-d9773c78d15e
A321,Wizz Air,Economy Class,February 2022,6th March 2022,0,0,3,UnitedKingdom,9.0,yes,"Paid £17.99 for a flight to Greece. Saw all of the horrible reviews and expected the worst, but I was pleasantly surprised. The flight departed on time, cabin was clean, crew were friendly and attentive. Seats weren’t the most comfortable, and I think anything more than 3 hours might be quite painful. Crew not pushy with inflight sales like on Ryanair which was nice to see. Would fly again, maybe I got lucky, but nothing wrong with my experience with Wizz.",Luton to Athens,2,5,wizz-air,crew were friendly and attentive,Solo Leisure,Not Verified,5,0,6c0cd88b-f7cc-4318-b9ec-5d1c4690882b
A321neo,Wizz Air,Economy Class,February 2022,4th February 2022,0,1,5,Greece,8.0,yes,"Very good for low cost airline, the aircraft was spotless and seat pitch was adequate. Seats do not recline and there are no screens to see the flight path. Everything has to be paid for food and beverage. Relaxed for the bags that you are carrying. Staff was friendly but they were not very strict with the covid mask wearing. Flights were on time.",Athens to Abu Dhabi,4,3,wizz-air,not very strict with the covid mask wearing,Couple Leisure,Trip Verified,5,0,ca723638-52fa-4cf5-91ab-ddd5c54e6c26
A20,Wizz Air,Economy Class,January 2022,23rd January 2022,0,5,4,Ukraine,8.0,yes,"Totally acceptable for the price paid. No problems with booking, buying services and checking in online. At the airport check in needed more punctual start (delayed by 30 min). Boarding process was organised ok. Onboard no dislikes. Seat pitch and legroom better than before. Plane in perfect condition. Toilets tidy. Disembarkation well ordered. No problem with overhead bags placement. Bought a bottle of water onboard. Paid with card, no problem. Overall good value for money. Recommended.",Berlin to Kiev,5,5,wizz-air,Overall good value for money,Solo Leisure,Trip Verified,5,0,d1cf451a-5157-4bc5-b2a6-096356599244
A320-200,Wizz Air,Economy Class,October 2021,28th October 2021,0,0,4,Cyprus,6.0,no,"Travelling on the 28th October to Thessaloniki from Larnaca with Wizz Air. The actual flight was scheduled to depart at 11.00am. They delayed the flight for 30 min 2-3 days before the flight. After every single passenger was boarded the pilot announced us that because in Thessaloniki it is a celebration due to the 28th of October National day, the airport will be closed for 2 hours so the new departure time would be in 55 minutes. While all passengers are seated like sardines in a fully booked flight.  Didn't they know its a national holiday?  Why didn't they postpone the flight for 2 hours 3-4 days before the flight so they don't torture their customers? Because before being passengers we are customers. And if you create feelings of dissatisfaction we will not fly with you again.  Guys you treated the situation really badly and unprofessional.",Larnaca to Thessaloniki,2,2,wizz-air,treated the situation really badly,Business,Trip Verified,3,0,81f7f705-b290-41d7-88a1-a28523eec7d3
A321,Wizz Air,Economy Class,October 2021,9th October 2021,0,3,3,Norway,7.0,yes,"We left on time from Oslo Torp. We had priority pass with a cabin bag so we went straight through to the security check and passport check. The plane seemed clean, and the flight attendants where good. As with all these low cost airlines you should read up before traveling so you wont be charged extra for something. On the way back the crew at the gate seemed not so professional. They started to board non priority passengers before the priority ones. The flight back was also on time, and with nice flight attendants. I had booked extra leg space both ways because of my hight, 193 cm. After reading a lot of bad reviews of this airline I was positively surprised",Oslo Torp to Bucharest,4,5,wizz-air,I was positively surprised,Couple Leisure,Trip Verified,4,0,68206482-4ddd-43d5-ad05-7f32e6a6de78
A320,Wizz Air,Economy Class,August 2021,3rd August 2021,0,0,1,Romania,1.0,no,I booked for Wizz Air. The aircraft is from Getjet Airlines and we are not allowed to put our bags in the upper space. They forced me to put my bag under the seat in front of me. Just because I did not have a priority booking ticket. Couldn’t do anything about it as the flight was operated by another company (Getjet). The staff was really rude and acted with the people without a priority booking as they were homeless people. Last time to fly with this company!,Stockholm to Bucharest,1,1,wizz-air,Last time to fly with this company,Couple Leisure,Trip Verified,1,0,56f9463b-8150-48eb-9af3-e14b2fae966d
A321-200,Wizz Air,Economy Class,July 2021,16th July 2021,1,0,1,UnitedKingdom,1.0,no,"I used to consider WizzAir to be efficient and comfortabl, however after this experience I do not think I can fly this airline ever again. The flight was supposed to depart at 17:40 from Rome, however when we get to the airport at 2p.m, we see that it has been delayed until 19:10 with no explanation whatsoever. I check the same flight in previous days, and they have all departed with this level of delay, so there must definitely be something going on here which they do not share with passengers. We had to then spend almost 6 hours at Rome's Ciampino airport, with very, very little to do. The flight then takes off at 19:47 p.m. When we land in Tirana we proceed to have the scariest landing of my life, after the plane violently hits the runway, fails to stop, and then does a go-around. Everyone was panicking and we were once again given no explanation whatsoever for this scary experience after we land. In fact all the flight-attendants said was ""I hope you enjoyed this extra tour of Tirana"". Absolutely ridiculous. I will be avoiding Wizz Air from now on.",Rome to Tirana,1,2,wizz-air,be avoiding Wizz Air from now on,Business,Trip Verified,1,1,3b163461-ec04-4665-a561-41e8c85ebc38
A320-200,Wizz Air,Economy Class,June 2021,11th June 2021,0,0,1,UnitedKingdom,1.0,no,"I would like to make a formal complaint about the crew on the Wizz Air morning flight from Luton to Cluj from the 11th of June, regarding their lack of action towards enforcing Covid safety rules and regulations. Many of the passengers on the flight were either not wearing masks at all, or wearing them in such a way that it was neither covering their mouth nor their nose. I initially kindly asked some of the infringing passengers to properly wear the mask, to which they first ignored me and then they started making insulting comments towards me in Romanian (I speak the language so I understood what they said). When I raised this issue with members of the crew, they shrugged me off and told me that there is nothing they can do about it and that I should sort this issue. I do not believe that it is the job of passengers to enforce basic covid safety rules, and I also believe that the airline has a duty of care towards all its passengers. The incident made me feel very uncomfortable and unsafe during the entire duration of the flight. Moreover, I noticed that during the entire duration of the flight, no member of the flight crew took any measure or said anything towards other rule infringing passengers, not even when passengers without masks were passing by them on the corridor. I find this to be unacceptable, for a member of the flight crew to pass multiple infringing passengers on the corridor and not do even as much as ask them to follow international guidelines and regulations regarding safety during the Covid Pandemic. I am very disappointed in this and will think twice from now on about flying or recommending WizzAir to others.",Luton to Cluj,1,1,wizz-air,lack of action towards enforcing Covid safety,Couple Leisure,Trip Verified,1,0,8cffb3d6-920c-4b1f-9e7f-72de572037a9
A320,Wizz Air,Economy Class,November 2020,2nd November 2020,0,0,3,UnitedKingdom,2.0,no,"I cannot claim to submit the worst review of Wizz Air because others have had some pretty horrific experiences, but their current system of allocating seats prior to check-in is almost certainly bending the law to breaking point. They are very clearly stating on the website that you can check-in between 3 and 48 hours before the flight and a seat will be allocated to you for free. This is patently not true as they are blocking any form of on-line check in unless you buy a seat (currently we are 14 hours before take off and this is still the case). So, we wait to see if they will honour this commitment. Be very wary of this airline, they are playing loose and free. Give me Ryanair any day.",Luton to Sofia,2,2,wizz-air,Be very wary of this airline,Solo Leisure,Not Verified,1,0,48960745-0a14-46df-9507-a4078bf01358
